ID,Matricula,Nome,CPF
21ec9478-d6fa-467f-a66f-6ada10a3346c,116,Cristiane Siqueira Rodrigues,888.560.503-66
b48ec22a-14f1-4e53-a9ac-4743c945a3c5,117,Mateus Gomes Costa,615.943.356-30
9636e2d2-97dc-46a9-b870-e65b14381496,118,Leonardo Freitas Viana,058.469.120-36
b930bcc6-08a5-4cfb-817c-820ff4aa6e6a,119,Renata Barbosa Borges,806.603.342-75
db3ea1f0-dee4-4d86-bfe3-b63fc4c19561,120,Eduardo Santos Cavalcanti,638.493.045-58
5aa291b1-11ac-4eea-8509-25dc9efda0fe,121,Pedro Miranda Vieira,887.326.178-79
301ba612-e200-4a99-b967-702d6f557f61,122,Hugo Almeida Cavalcanti,529.457.217-67
b1f41809-3ba2-43ce-aa67-21f0b6171725,123,Camila Guimarães Melo,106.487.529-76
22e40e8e-683e-4bb0-9719-671ac6b4b2cc,124,Renata Cunha Rocha,743.937.830-00
7949ea24-f091-48af-a53d-2fcc42a58085,125,Monica Nascimento Ramos,676.233.376-10
c17b196f-de0b-4409-9377-d74a1658f113,126,Claudia Castro Gomes,858.831.472-08
0ddbaaf5-08cd-4425-8ba7-eb9860960e34,127,Henrique Lopes Ribeiro,311.414.650-35
4d5c3153-ff78-43c5-b11e-48360de3b0b8,128,Mateus Viana Vieira,010.792.782-90
8e2380c1-5c14-4a6c-a9ae-5d91c938d5c3,129,Pedro Henrique Nunes Santos,366.149.437-66
6c248c2c-8a9e-42d3-aae1-d72da878bfbc,130,Monica Pereira Andrade,009.707.226-56
d0798e44-9187-4a09-a5a6-5140d05eddbf,131,Paula Moreira Rodrigues,831.049.471-80
89d7a086-9d57-4223-b2fb-6a577197be77,132,Helena Ferreira Vieira,909.679.901-14
946b05e9-f2e8-4572-8479-ab231049f116,133,Gabriel Miranda Vieira,630.578.739-52
db0d42b0-007f-40d7-ac7e-337f4d91574e,134,Aline Rodrigues Lima,089.780.415-58
f87e7c8a-81e1-4b2d-9e3b-05d023b2ec67,135,Gabriel Ribeiro Nunes,594.885.783-27
b29da99b-f6e3-48a6-a496-6e866f552338,136,Vinicius Freitas Almeida,093.417.195-50
2c4bed80-314d-4a8e-8bdc-e1cc0eb12911,137,Maria Nascimento Fernandes,387.294.941-17
5e34917a-7700-468a-ba6c-0a4e38cb1cae,138,Bruna Lima Monteiro,260.933.150-96
610eab39-b18a-45a3-b0fa-5015959fb347,139,Francisco Silva Guimarães,123.892.766-10
1fc018b6-1225-4741-a5e6-9b3e3508b97a,140,Guilherme Rodrigues Soares,905.090.968-08
3ccef2ff-9c3d-40fd-8cb5-f4bcba2b788e,141,Rita Siqueira Barbosa,529.734.424-78
1c16d61e-e9f3-48b7-a8f9-ce64d602a1b2,142,Luiz Andrade Barbosa,023.046.030-50
564d989d-baf7-4ae8-9312-ba5e726bf916,143,Henrique Rocha Pereira,155.976.527-53
0e33e9d5-473c-485d-a61c-a11b7e8bc67a,144,Ricardo Vieira Campos,424.424.035-79
7990f75a-7928-490c-9293-1a7eb721cfca,145,Sandra Martins Almeida,018.713.167-82
19ccc2de-4bc0-4fb0-8c1d-e47259a979a9,146,Marta Guimarães Cardoso,855.843.467-05
16bae2b1-bea6-4a1f-9293-87297699a41c,147,Marta Almeida Miranda,062.119.129-94
9a828448-4054-4ea0-a85d-beda631c6bcb,148,Sueli Miranda Pires,734.974.816-70
12dfe713-32ba-48b7-a117-c1867401ae05,149,Francisco Correia Siqueira,494.955.079-95
2d687e1b-8dea-4152-aa54-4ddc30560b8c,150,Claudia Moraes Almeida,453.937.685-32
32303383-fcdc-43ee-a5c0-cfb5e4bdd9e9,151,Ana Ribeiro Santos,462.214.669-03
f8bf4b0b-18b3-483a-8e27-c8d20dd5dbdb,152,Elaine Oliveira Lima,652.076.155-99
9ea8df5f-de8c-47e8-a6f7-b4c807382d4a,153,Monica Teixeira Cardoso,465.414.012-33
497c7d5f-2f9a-427e-94ea-ba4c50c381af,154,Heitor Castro Correia,770.373.166-87
c07db2f2-2d96-401b-84c5-dd2ecd431dfc,155,João Cavalcanti Lopes,706.562.996-14
d830813b-ea2a-4cb4-9081-adb726f130bd,156,Manoel Nunes Borges,912.873.729-61
b69d6220-1d42-450f-b0c4-af18ee7ed289,157,Claudia Lopes Santos,730.889.272-72
8c4f9be0-ce80-474a-a46a-e2bdf9057091,158,Bruno Pereira Monteiro,248.934.370-03
90e69f78-29d5-49ea-b4ac-9b68a1120e5e,159,Aline Martins Guimarães,002.169.831-77
b08f2bc8-eee3-453d-ae69-ab0047cbbed3,160,Juliana Carvalho Silva,950.936.590-45
7553b6a4-b2e7-4d68-b4fd-2861a1b63e6b,161,Sergio Pires Lopes,862.551.012-40
86740c9a-2dbc-45be-86a7-675183a61e83,162,Adriana Lopes Araújo,229.276.340-09
4250c5bd-8cf4-440e-acb7-4150febb673a,163,Aline Araújo Borges,158.352.538-69
e88ccae6-583f-4df8-b3af-3626ee402cdc,164,Rafael Costa Azevedo,476.315.180-09
325a98c8-8bb4-4523-8239-43c4ce5677ab,165,Raquel Moreira Gomes,755.513.513-27
59632179-13ff-4858-99ed-33f4237114d1,166,Francisco Campos Andrade,003.754.058-01
cecbef4c-d9a1-47d8-9fea-b37a1379e195,167,Leonardo Nascimento Pires,216.903.426-92
227f814f-2ac6-42d3-9ce6-efe4cdcae4a8,168,Sueli Dias Pires,318.114.260-34
eb8904d8-e49d-4b36-858b-d4b0bb3adc02,169,Jessica Moreira Souza,522.038.461-94
6776cd33-3912-435d-a6f1-282db5dacfa6,170,José Santos Cunha,232.189.093-25
2e74e84f-f796-4e45-b48d-69d614933595,171,Francisca Peixoto Viana,282.927.710-42
3ff3afb7-6393-42e8-a24c-bfe031c7a682,172,Leonardo Araújo Pires,794.187.600-02
5249bd2f-b111-489e-8a4f-7ce40419df15,173,Isabela Campos Lima,764.749.771-59
a96ab93c-aa6a-401a-b506-98ddefe896f5,174,Henrique Peixoto Nunes,391.402.747-99
dba6e6fc-59fe-40f7-93da-eaee644e1bec,175,Tatiane Ribeiro Melo,818.564.551-57
114f50d9-eba5-4b71-a92b-aec76a45cd36,176,Diego Viana Ribeiro,334.308.249-07
290f3e1e-dd6a-4b49-bb6e-c87b974bff40,177,Cristiane Guimarães Duarte,987.676.234-68
22b21bbb-2e2c-48f5-924b-ca831834fd9b,178,Vera Siqueira Dias,451.946.890-63
1137694a-5333-4ffe-b0ec-f6ebe0347b35,179,Rafael Nascimento Vieira,751.635.478-36
36314467-cc23-48c4-be16-70edb0df55a7,180,Raimundo Nunes Nascimento,486.269.007-67
8c166822-22fd-4f7a-ac11-64358692ed3c,181,Matheus Viana Miranda,983.042.452-99
69efba08-efcc-4981-ae5b-e56c1847781c,182,Ricardo Souza Moreira,862.940.634-85
bc67ad8a-5961-4d4d-8b97-dabeb0bb3623,183,Cristiane Lima Santos,425.349.401-39
14df411e-b38d-4e59-a932-6682824359ea,184,Enzo Nascimento Soares,399.674.581-86
ceeb68a1-8576-466e-b085-cea1605930f9,185,Vitor Souza Vieira,368.641.524-05
9fbf072a-0f0c-4314-a8c6-f7b654df924f,186,Simone Castro Ferreira,550.696.760-83
88e8782e-073a-486a-ac8b-dbd2c262a1e6,187,Luzia Cardoso Lima,316.528.641-80
f404463f-3519-470d-a28d-c3bfff13d854,188,Leandro Martins Teixeira,287.793.856-56
6470c145-2e85-4a5d-983a-e0fca289bb24,189,Samuel Siqueira Costa,870.571.112-66
c85fdcb6-42e5-4787-804f-0ed02e1a3204,190,Beatriz Santos Souza,789.170.281-01
7de3ebc2-f4f0-4468-a02e-beca28c94028,191,Regina Peixoto Barbosa,002.191.667-57
6af53435-4eb7-41e2-b206-14f8711fb0ce,192,Pedro Henrique Cavalcanti Campos,705.134.725-09
13382ef9-57c8-47f6-b250-766cb14c3ac2,193,Felipe Araújo Miranda,675.860.409-82
7cfceda7-a6a2-4cd2-9990-24b760420227,194,Isabela Cardoso Siqueira,255.969.467-02
3b33066e-882a-43db-b8b0-98f7e576451c,195,Leticia Viana Carvalho,150.755.807-42
474cdbeb-bb37-4c4b-967f-c8ec21293880,196,Marcos Silva Soares,803.962.290-50
6b2e746e-3419-41f4-a615-4f64127157ed,197,Marcelo Cavalcanti Gomes,125.273.901-02
42fbe2fd-1337-4e77-878d-6e0f485bc6e3,198,Francisca Teixeira Nunes,669.349.382-32
25b2ed19-4740-494c-afc7-9c9f67b7ea8f,199,Marcos Teixeira Monteiro,947.574.019-81
a5bd6337-f74a-4c9c-b783-30866837c329,200,Vinicius Duarte Almeida,863.868.662-58
862511d9-a943-4647-bb43-0c110038e185,201,Sergio Costa Martins,212.521.310-97
a12d23ea-dd89-47a0-9193-999db438fc75,202,Francisco Fernandes Ramos,382.245.263-72
bc9948e3-4ddb-4f6c-9178-6f4de247481b,203,Marcia Castro Cavalcanti,964.480.587-96
16eb81a5-2a15-455e-9766-983d17180075,204,Daniela Cunha Ferreira,656.914.133-33
19be85cc-00df-485a-95b4-d600bca163e0,205,Tatiane Vieira Pereira,842.256.003-86
7ac5010a-501a-46dd-a290-4ac071578cdc,206,Matheus Viana Duarte,932.848.556-88
16505d28-f857-4cea-832f-da12f26a5e9a,207,Diego Freitas Vieira,351.494.156-42
db789e2c-fd5c-4905-a914-15f95e0d0389,208,Henrique Vieira Correia,999.893.047-26
79888bf2-4886-4f4b-a727-ff9338e4a996,209,Carlos Gomes Cunha,846.376.541-65
63382880-740c-4f3d-9c63-cbe240c6f89f,210,Claudia Freitas Gomes,008.920.364-00
0fa72893-acc5-4d41-99de-e953b5a881b3,211,Nicolas Rodrigues Teixeira,965.140.113-30
785073f8-b548-44cf-8e49-f4d48874f836,212,Vanessa Siqueira Moreira,307.226.624-75
b0d68f7f-af1f-4bd6-8c29-8304c1531c5d,213,Paula Dias Freitas,793.656.386-58
a02b9c3b-461a-494b-bdaf-01b86ee765d3,214,Renata Lopes Mendes,201.305.908-60
8012f1aa-4734-46ed-8438-f934f1abfbfd,215,Rosa Monteiro Silva,559.609.679-28
d1d411d7-08df-4f75-8732-8e64d3ae0b45,216,Denise Melo Moraes,840.384.433-61
c1f39054-1536-4d03-9a13-bb70d6148bc3,217,Felipe Andrade Pereira,448.914.064-96
537f7b10-8d07-4f54-82a4-caa4ee607f67,218,Paula Lima Gomes,075.881.606-59
00380d7f-903b-48b2-a9fe-7a58274c9e5a,219,Breno Araújo Siqueira,965.223.761-21
8238b447-c0db-48fb-879a-cb9475bc24fd,220,Cauã Moreira Peixoto,371.133.381-86
7c329468-2fb1-484a-9f82-c7437984c131,221,Luzia Ribeiro Melo,965.339.728-12
6d369739-8fd5-4364-aeee-a7be9a711874,222,Bernardo Bastos Lopes,100.120.792-00
5fd69433-42e1-4c0c-8268-a51f41d493cb,223,Paulo Peixoto Siqueira,682.273.867-33
7e92229a-7336-4078-be8f-ed19bf608b5a,224,Vitoria Duarte Bastos,844.082.734-22
33b7a14e-ef3f-4852-b4a3-6ade9ae3b0a8,225,Alexandre Ribeiro Martins,007.159.383-71
f995a6e1-668a-4ede-a070-1f3f9af5aba2,226,André Nunes Siqueira,793.116.644-21
a3527ad0-82a9-4520-a2f2-ff1c33813ee5,227,Sueli Cunha Cardoso,757.031.087-05
732ba5bc-87bb-49d3-a44e-9f5b634b6e65,228,Guilherme Peixoto Lima,306.961.519-87
4fc94feb-d98e-47a1-a6d0-cf6684f30738,229,Antônia Siqueira Cardoso,533.106.315-24
5bb42433-2135-45cd-ac9e-9127fc21b5be,230,Leandro Campos Mendes,592.891.572-16
1e0ed0b4-ca47-4fc4-9697-dae43af3d8d4,231,Lucas Costa Teixeira,006.154.235-07
98db311b-a9da-4d24-972c-29c6243d8c75,232,Marcos Moreira Melo,241.560.712-60
71138ed8-a30d-4956-94fe-c816a34cce47,233,Simone Nascimento Siqueira,608.915.055-04
391aa96f-9f15-4ca9-a574-7f95d338366c,234,Lucas Lopes Siqueira,432.077.658-58
ca1ee3aa-a76f-457b-8101-fbe0f6fd761b,235,Carlos Correia Viana,703.745.406-08
7cb6ece9-8d29-4983-8da5-9993f021104a,236,Mateus Peixoto Barbosa,447.539.216-03
96841308-5c09-41fe-bbef-f431b89997c8,237,Michele Mendes Cunha,911.436.825-05
e3e8d3da-1d83-4a83-8a8d-b9f5e2240ca1,238,Aline Fernandes Souza,328.359.603-41
2556dd52-60c4-4f08-ab1b-471caa2e9389,239,Claudia Soares Correia,444.919.959-66
339033ea-b92b-4682-bb23-aafbf906e7e3,240,Vinicius Soares Cardoso,793.013.267-60
55140b33-2f72-47b8-8f58-2d2735cd4cf6,241,Vitoria Moraes Rodrigues,241.563.347-08
9991c488-8452-4d66-b86d-af607fcdde7f,242,Bruno Nascimento Siqueira,121.387.671-08
d0cde174-41f1-4faf-9239-6284290ef9d6,243,Sandra Pires Miranda,437.337.048-60
08cb2e7e-45b3-4a28-a684-4fc0ee1c3e60,244,Sueli Peixoto Ferreira,067.767.866-58
121b3324-0448-42f8-bba2-1e4db2d4162c,245,Francisco Fernandes Borges,221.656.559-86
8e3be4a6-0d31-4490-ac1e-1d965256b26e,246,Daniel Ribeiro Cavalcanti,797.349.090-61
1842983a-64be-4fea-aa53-6a381c9ce656,247,Antônia Fernandes Ribeiro,920.027.045-03
f54e7d92-41e6-41b6-9b11-60f134cbc070,248,Leandro Santos Bastos,383.662.672-10
e80d1f38-0279-49eb-bb1f-624675ed39ce,249,Luiz Cunha Monteiro,293.941.982-53
9779ac67-f239-46d1-b9eb-a4402223ed42,250,Cauã Campos Fernandes,144.410.577-92
3633a394-c19b-4175-ab1a-cdd706cb8823,251,Fernando Silva Ribeiro,051.960.496-22
812a88f5-35a2-4457-97b9-17c1bbe58273,252,Paulo Carvalho Martins,116.355.472-37
466b743a-d49a-4850-9e4e-76a2bc1e869e,253,Silvia Pires Ramos,793.704.111-00
273a8d64-e41f-4a27-819d-516cbce9f049,254,Nicolas Martins Nunes,842.332.665-97
ec456465-2d40-43e1-8633-7280cc67e2d5,255,José Peixoto Castro,662.096.131-28
2e2a792e-ddda-469e-907c-cfe598ac4937,256,Francisco Martins Melo,508.838.755-51
4ba72228-cc3c-4f0e-bee6-d743fb46672f,257,Vitor Almeida Martins,889.961.087-82
6d8e4407-6221-4f66-93d5-e40095ff83ec,258,Daniel Barbosa Moreira,168.972.093-09
b4303aca-25d7-4c40-9007-09fafdbb5015,259,Claudia Ribeiro Souza,532.591.517-70
5acdb453-28e8-4c52-b217-e76b2b1aa808,260,Henrique Oliveira Ramos,848.750.029-39
9fab0cdf-1a4b-4af4-8685-ab23807e7f12,261,Camila Almeida Martins,893.052.553-96
443dff95-7970-4fcc-be3b-ad81f012f5d3,262,Breno Nunes Miranda,649.082.530-99
ae04ea4a-6697-41f7-99c1-2b78bb5e8c47,263,Eduardo Lopes Ramos,459.795.962-91
f0adff4e-f6ae-4f88-88c1-479c32d16733,264,Francisco Rodrigues Bastos,186.208.475-03
be95e268-7bfd-493d-b439-07ead7a89220,265,Ricardo Peixoto Moreira,868.225.320-80
9fa0c433-971f-48bd-b9ce-e367ea7712cb,266,Breno Dias Cardoso,666.888.010-00
ad1cb9e4-c97d-41eb-b495-79d84ba01692,267,Marcos Ribeiro Rocha,209.199.476-62
e9294a36-bead-422f-9f35-7691b0e54e30,268,Rodrigo Cavalcanti Monteiro,895.809.652-77
b598a36c-2f3e-44aa-87c6-4ed5ed51c884,269,Luana Martins Azevedo,748.638.135-46
cdb48bc2-3b3c-4684-a570-835d6e692b24,270,Cristiane Borges Araújo,588.904.911-91
fa9f99c8-dd37-4a10-9995-38a2bac186e0,271,Davi Moraes Carvalho,358.755.016-69
8b75f4d0-b7b4-4532-9f17-fd68dae595e6,272,Antônio Melo Araújo,713.919.438-64
61e9b8fe-3af2-48e4-ae05-378e08fe0c32,273,Carla Duarte Moraes,394.715.803-31
9398b5e7-9100-4099-9cfb-0b6b9debde6e,274,Caio Duarte Oliveira,532.728.277-57
e33a4890-b68e-4a51-945d-2f28290aaae1,275,Manoel Guimarães Cavalcanti,176.672.714-02
be308745-cd6b-49c1-98a9-4b655506de35,276,Vitor Castro Correia,908.522.860-31
6b98b309-d374-4c7c-ba9c-28ac8b0b70e9,277,Terezinha Souza Freitas,502.232.821-62
